"","family","_date","sales"
"2664","SEAFOOD",2016-08-04,11
"2665","SEAFOOD",2016-09-10,62.209
"2666","SEAFOOD",2017-06-21,6
"2667","SEAFOOD",2016-03-28,35.257
"2668","SEAFOOD",2016-05-04,3
"2669","SEAFOOD",2016-12-16,97.43
"2670","SEAFOOD",2016-12-08,71.314
"2671","SEAFOOD",2017-01-22,12.756
"2672","SEAFOOD",2016-06-29,37.319
"2673","SEAFOOD",2016-10-04,24
"2674","SEAFOOD",2017-06-30,33.608
"2675","SEAFOOD",2015-10-23,31.34
"2676","SEAFOOD",2017-06-24,8.889
"2677","SEAFOOD",2017-02-04,118.011
"2678","SEAFOOD",2016-06-25,40.019
"2679","SEAFOOD",2017-02-01,34.88
"2680","SEAFOOD",2016-01-11,36.794
"2681","SEAFOOD",2016-03-18,56.014
"2682","SEAFOOD",2016-05-11,17.412
"2683","SEAFOOD",2016-01-01,4
"2684","SEAFOOD",2015-12-09,4
"2685","SEAFOOD",2015-10-06,60.805
"2686","SEAFOOD",2016-03-14,84.246
"2687","SEAFOOD",2016-04-29,58.842
"2688","SEAFOOD",2016-05-09,33.553
"2689","SEAFOOD",2015-11-21,17.64
"2690","SEAFOOD",2017-02-12,0
"2691","SEAFOOD",2016-07-11,14.469
"2692","SEAFOOD",2017-06-19,11.525
"2693","SEAFOOD",2016-05-13,69.645004
"2694","SEAFOOD",2016-02-04,34.071
"2695","SEAFOOD",2015-10-06,118.937
"2696","SEAFOOD",2016-03-27,44.079998
"2697","SEAFOOD",2016-01-04,54.753
"2698","SEAFOOD",2015-10-23,27.08
"2699","SEAFOOD",2016-01-20,66.971
"2700","SEAFOOD",2016-02-07,16.792
"2701","SEAFOOD",2016-04-26,2.964
"2702","SEAFOOD",2016-03-31,26.896
"2703","SEAFOOD",2017-07-01,9.128
"2704","SEAFOOD",2016-06-18,7.835
"2705","SEAFOOD",2016-01-31,68.509
"2706","SEAFOOD",2016-09-14,42.593002
"2707","SEAFOOD",2015-12-08,11.535
"2708","SEAFOOD",2016-03-19,19.348
"2709","SEAFOOD",2017-02-01,26.407
"2710","SEAFOOD",2016-07-25,23.494
"2711","SEAFOOD",2016-09-20,103.828
"2712","SEAFOOD",2016-07-28,44.850998
"2713","SEAFOOD",2016-04-28,30.293999
"2714","SEAFOOD",2016-07-29,6.789
"2715","SEAFOOD",2015-11-01,22.434
"2716","SEAFOOD",2017-03-07,2
"2717","SEAFOOD",2015-09-21,53.255
"2718","SEAFOOD",2016-09-05,24.838
"2719","SEAFOOD",2016-08-28,79.188
"2720","SEAFOOD",2017-08-03,33.768
"2721","SEAFOOD",2017-01-11,61.354
"2722","SEAFOOD",2015-10-05,28.317001
"2723","SEAFOOD",2016-02-19,61.169
"2724","SEAFOOD",2017-06-22,8.116
"2725","SEAFOOD",2016-08-25,13.52
"2726","SEAFOOD",2017-02-24,26.986
"2727","SEAFOOD",2016-02-27,62.093998
"2728","SEAFOOD",2016-11-07,25.518
"2729","SEAFOOD",2016-02-18,4
"2730","SEAFOOD",2015-11-09,29.026
"2731","SEAFOOD",2017-04-04,13.373
"2732","SEAFOOD",2016-08-03,6
"2733","SEAFOOD",2016-07-13,8.318
"2734","SEAFOOD",2016-08-24,13.21
"2735","SEAFOOD",2015-11-09,35.577
"2736","SEAFOOD",2016-05-21,17.096
"2737","SEAFOOD",2016-03-13,21.103
"2738","SEAFOOD",2017-06-30,33.693
"2739","SEAFOOD",2016-01-12,13.084
"2740","SEAFOOD",2017-06-10,14.752
"2741","SEAFOOD",2016-09-09,13.855
"2742","SEAFOOD",2016-06-23,6.914
"2743","SEAFOOD",2017-03-16,78.223
"2744","SEAFOOD",2016-06-25,55.385
"2745","SEAFOOD",2015-09-28,50.465
"2746","SEAFOOD",2017-03-22,32.257
"2747","SEAFOOD",2016-04-16,55.95
"2748","SEAFOOD",2016-03-08,12.754
"2749","SEAFOOD",2015-12-21,21.924
"2750","SEAFOOD",2017-05-19,28.15
"2751","SEAFOOD",2016-12-20,40.909
"2752","SEAFOOD",2016-04-13,21.123001
"2753","SEAFOOD",2016-12-18,10.375
"2754","SEAFOOD",2017-02-24,18.643
"2755","SEAFOOD",2016-11-18,41.697
"2756","SEAFOOD",2017-04-29,96.529
"2757","SEAFOOD",2017-05-08,36.501
"2758","SEAFOOD",2016-02-07,10.174
"2759","SEAFOOD",2016-12-21,20.01
"2760","SEAFOOD",2017-04-13,60.356
"2761","SEAFOOD",2016-05-13,59.559
"2762","SEAFOOD",2017-04-19,24.589
"2763","SEAFOOD",2017-06-09,68.22
"2764","SEAFOOD",2017-02-08,32.531
"2765","SEAFOOD",2016-09-12,3.702
"2766","SEAFOOD",2016-10-21,6
"2767","SEAFOOD",2016-03-08,21.932999
"2768","SEAFOOD",2016-08-09,34.958
"2769","SEAFOOD",2015-10-07,84.656
"2770","SEAFOOD",2016-09-04,34.828
"2771","SEAFOOD",2016-05-31,3
"2772","SEAFOOD",2017-06-20,36.839
"2773","SEAFOOD",2016-04-19,50.931
"2774","SEAFOOD",2017-01-17,52.378
"2775","SEAFOOD",2016-04-18,29.439001
"2776","SEAFOOD",2016-05-05,54.697
"2777","SEAFOOD",2016-03-20,34.303
"2778","SEAFOOD",2016-04-20,26.935
"2779","SEAFOOD",2016-03-16,29.862999
"2780","SEAFOOD",2016-02-13,17.979
"2781","SEAFOOD",2017-03-20,8.26
"2782","SEAFOOD",2017-04-14,23.924
"2783","SEAFOOD",2016-01-17,34.105
"2784","SEAFOOD",2016-12-16,54.906
"2785","SEAFOOD",2015-10-13,53.905
"2786","SEAFOOD",2017-02-10,32.599
"2787","SEAFOOD",2016-09-02,12
"2788","SEAFOOD",2017-05-31,17.656
"2789","SEAFOOD",2016-12-06,8
"2790","SEAFOOD",2017-03-14,32.999
"2791","SEAFOOD",2016-03-09,22.931
"2792","SEAFOOD",2017-01-10,39.474
"2793","SEAFOOD",2016-02-03,25.546
"2794","SEAFOOD",2017-01-04,49.583
"2795","SEAFOOD",2016-10-18,31.554998
"2796","SEAFOOD",2016-10-11,45.666
"2797","SEAFOOD",2016-06-20,10.348
"2798","SEAFOOD",2016-06-04,72.107
"2799","SEAFOOD",2017-02-18,103.148
"2800","SEAFOOD",2016-02-17,38.664
"2801","SEAFOOD",2017-03-29,38.591
"2802","SEAFOOD",2016-09-05,107.076
"2803","SEAFOOD",2017-03-30,3
"2804","SEAFOOD",2015-12-18,90.843
"2805","SEAFOOD",2016-11-18,38.917
"2806","SEAFOOD",2017-02-09,173.925
"2807","SEAFOOD",2017-04-19,13.521
"2808","SEAFOOD",2016-03-11,9
"2809","SEAFOOD",2015-10-12,1
"2810","SEAFOOD",2016-06-06,27.912
"2811","SEAFOOD",2016-01-21,140.812
"2812","SEAFOOD",2017-04-07,53.074
"2813","SEAFOOD",2016-05-20,36.557
"2814","SEAFOOD",2016-03-14,3
"2815","SEAFOOD",2016-08-08,30.049
"2816","SEAFOOD",2016-11-14,32.439
"2817","SEAFOOD",2016-10-23,8.208
"2818","SEAFOOD",2017-06-02,32.603
"2819","SEAFOOD",2015-11-05,87.792
"2820","SEAFOOD",2016-07-10,70.562
"2821","SEAFOOD",2017-01-27,105.964005
"2822","SEAFOOD",2016-08-27,16.4
"2823","SEAFOOD",2016-06-09,65.086
"2824","SEAFOOD",2016-01-25,25.428001
"2825","SEAFOOD",2015-11-03,33.825
"2826","SEAFOOD",2017-07-15,29.317001
"2827","SEAFOOD",2016-11-10,14.564
"2828","SEAFOOD",2017-05-31,20.355
"2829","SEAFOOD",2017-02-14,38.718002
"2830","SEAFOOD",2016-07-30,15.601
"2831","SEAFOOD",2015-10-01,64.617
"2832","SEAFOOD",2015-11-29,43.93
"2833","SEAFOOD",2016-04-21,95.292
"2834","SEAFOOD",2016-09-30,125.393005
"2835","SEAFOOD",2016-04-09,30.83
"2836","SEAFOOD",2017-06-14,30.929
"2837","SEAFOOD",2016-07-26,9.462
"2838","SEAFOOD",2016-04-09,15.754
"2839","SEAFOOD",2016-06-19,63.642998
"2840","SEAFOOD",2017-01-14,42.615
"2841","SEAFOOD",2017-02-02,62.767002
"2842","SEAFOOD",2016-01-26,14.783
"2843","SEAFOOD",2016-08-18,16.943
"2844","SEAFOOD",2016-08-22,12.079
"2845","SEAFOOD",2015-11-03,36.178
"2846","SEAFOOD",2016-05-15,37.196
"2847","SEAFOOD",2017-07-09,10.946
"2848","SEAFOOD",2016-07-23,41.34
"2849","SEAFOOD",2015-09-22,32.234
"2850","SEAFOOD",2016-02-07,47.107998
"2851","SEAFOOD",2015-11-10,9.157
"2852","SEAFOOD",2017-03-18,14.622
"2853","SEAFOOD",2016-06-21,57.015
"2854","SEAFOOD",2017-08-14,32.718002
"2855","SEAFOOD",2016-06-28,62.363003
"2856","SEAFOOD",2016-05-11,17.1
"2857","SEAFOOD",2016-08-19,67.251
"2858","SEAFOOD",2015-09-27,2
"2859","SEAFOOD",2016-09-03,43.732998
"2860","SEAFOOD",2016-09-26,62.749
"2861","SEAFOOD",2017-05-27,15.35
"2862","SEAFOOD",2017-07-20,40.015
"2863","SEAFOOD",2016-02-04,103.764
"2864","SEAFOOD",2016-09-20,1
"2865","SEAFOOD",2015-10-06,15.146
"2866","SEAFOOD",2015-11-14,51.153
"2867","SEAFOOD",2016-11-16,22.858
"2868","SEAFOOD",2017-01-15,56.419
"2869","SEAFOOD",2016-06-21,103.559
"2870","SEAFOOD",2017-08-03,9.582
"2871","SEAFOOD",2017-02-04,13.16
"2872","SEAFOOD",2015-10-21,51.602
"2873","SEAFOOD",2017-05-19,27.380001
"2874","SEAFOOD",2017-02-27,13.768
"2875","SEAFOOD",2017-05-19,69.931
"2876","SEAFOOD",2016-01-02,10
"2877","SEAFOOD",2016-05-25,23.395
"2878","SEAFOOD",2016-04-01,12.8
"2879","SEAFOOD",2016-01-13,1
"2880","SEAFOOD",2016-07-09,13
"2881","SEAFOOD",2016-06-06,26.063
"2882","SEAFOOD",2016-04-30,34.169
"2883","SEAFOOD",2016-10-18,35.083
"2884","SEAFOOD",2016-10-08,10
"2885","SEAFOOD",2017-05-01,23.715
"2886","SEAFOOD",2016-07-02,8
"2887","SEAFOOD",2017-03-23,162.47101
"2888","SEAFOOD",2016-12-22,29.066
"2889","SEAFOOD",2017-07-07,8.674
"2890","SEAFOOD",2016-04-06,78.556
"2891","SEAFOOD",2017-07-20,31.826
"2892","SEAFOOD",2015-11-04,23.869
"2893","SEAFOOD",2016-02-27,50.095
"2894","SEAFOOD",2015-11-07,72.959
"2895","SEAFOOD",2016-10-06,83.4
"2896","SEAFOOD",2016-08-07,37.003998
"2897","SEAFOOD",2016-04-24,34.394
"2898","SEAFOOD",2016-02-28,74.535
"2899","SEAFOOD",2016-12-26,27.707
"2900","SEAFOOD",2016-09-24,56.17
"2901","SEAFOOD",2017-03-23,47.599
"2902","SEAFOOD",2017-03-26,33.669
"2903","SEAFOOD",2015-12-11,21.818
"2904","SEAFOOD",2015-10-13,94.191
"2905","SEAFOOD",2016-10-02,12.404
"2906","SEAFOOD",2015-11-28,10.18
"2907","SEAFOOD",2015-12-02,2
"2908","SEAFOOD",2015-12-10,36.525
"2909","SEAFOOD",2016-08-27,16.054
"2910","SEAFOOD",2017-04-11,0
"2911","SEAFOOD",2016-09-07,13.47
"2912","SEAFOOD",2016-06-02,86.795
"2913","SEAFOOD",2015-11-28,56.16
"2914","SEAFOOD",2015-11-22,74.78
"2915","SEAFOOD",2017-01-12,68.417
"2916","SEAFOOD",2016-06-17,93.705
"2917","SEAFOOD",2016-08-14,20.849
"2918","SEAFOOD",2016-09-13,92.028
"2919","SEAFOOD",2016-02-27,13.976
"2920","SEAFOOD",2016-10-07,54.012
"2921","SEAFOOD",2017-07-26,4.58
"2922","SEAFOOD",2016-06-09,50.755
"2923","SEAFOOD",2017-07-10,4
"2924","SEAFOOD",2015-09-25,50.721
"2925","SEAFOOD",2017-06-14,19.291
"2926","SEAFOOD",2016-09-19,1
"2927","SEAFOOD",2016-02-03,55.802002
"2928","SEAFOOD",2016-10-30,14.575
"2929","SEAFOOD",2016-05-13,54.619
"2930","SEAFOOD",2017-05-23,41.705
"2931","SEAFOOD",2017-05-21,31.844
"2932","SEAFOOD",2015-11-05,14.191999
"2933","SEAFOOD",2016-06-20,41.681
"2934","SEAFOOD",2016-06-11,116.858
"2935","SEAFOOD",2016-07-14,35.664
"2936","SEAFOOD",2017-05-08,41.563
"2937","SEAFOOD",2016-01-07,31.381
"2938","SEAFOOD",2017-03-21,56.607002
"2939","SEAFOOD",2017-05-20,69.532
"2940","SEAFOOD",2017-06-06,23.579
"2941","SEAFOOD",2017-02-06,25.571999
"2942","SEAFOOD",2016-07-28,74.671
"2943","SEAFOOD",2017-07-25,13.915
"2944","SEAFOOD",2016-11-12,7
"2945","SEAFOOD",2016-05-04,67.004
"2946","SEAFOOD",2017-05-17,41.626
"2947","SEAFOOD",2016-05-24,88.144
"2948","SEAFOOD",2016-10-30,23.845999
"2949","SEAFOOD",2017-05-01,21.204
"2950","SEAFOOD",2017-03-02,103.091
"2951","SEAFOOD",2017-05-15,63.073
"2952","SEAFOOD",2016-12-14,34.31
"2953","SEAFOOD",2017-01-25,68.875
"2954","SEAFOOD",2016-03-29,52.546
"2955","SEAFOOD",2016-12-27,27.914
"2956","SEAFOOD",2017-05-26,43.512
"2957","SEAFOOD",2017-07-19,19.436
"2958","SEAFOOD",2017-02-19,92.732
"2959","SEAFOOD",2017-01-23,17
"2960","SEAFOOD",2016-03-15,91.047
"2961","SEAFOOD",2016-12-09,36.665
"2962","SEAFOOD",2017-02-06,26.267
"2963","SEAFOOD",2017-06-29,51.669
"2964","SEAFOOD",2016-07-26,37.731
"2965","SEAFOOD",2016-06-03,41.858
"2966","SEAFOOD",2016-02-22,15.736
"2967","SEAFOOD",2017-01-25,11.752
"2968","SEAFOOD",2016-10-26,43.415
"2969","SEAFOOD",2015-09-28,92.064
"2970","SEAFOOD",2017-06-20,0
"2971","SEAFOOD",2015-11-08,27.19
"2972","SEAFOOD",2015-12-09,28.536
"2973","SEAFOOD",2017-08-12,77.398
"2974","SEAFOOD",2016-04-28,36.829998
"2975","SEAFOOD",2017-01-10,18.963
"2976","SEAFOOD",2016-09-28,6
"2977","SEAFOOD",2016-12-09,36
"2978","SEAFOOD",2015-11-18,13.142
"2979","SEAFOOD",2017-02-08,3
"2980","SEAFOOD",2015-10-23,66.212
"2981","SEAFOOD",2016-04-25,11.629
"2982","SEAFOOD",2016-08-11,9.33
"2983","SEAFOOD",2015-10-10,12.688
"2984","SEAFOOD",2016-06-23,31.345001
"2985","SEAFOOD",2015-12-08,35.709
"2986","SEAFOOD",2017-02-05,43.315998
"2987","SEAFOOD",2015-10-03,15.394
"2988","SEAFOOD",2017-01-14,12.743
"2989","SEAFOOD",2017-08-10,48.734
"2990","SEAFOOD",2017-06-06,30.528
"2991","SEAFOOD",2016-02-09,102.139
"2992","SEAFOOD",2016-08-07,47.174
"2993","SEAFOOD",2017-04-06,24.633
"2994","SEAFOOD",2017-03-11,22.565
"2995","SEAFOOD",2016-05-31,47.809998
"2996","SEAFOOD",2015-10-27,23.559
"2997","SEAFOOD",2017-01-28,117.32
"2998","SEAFOOD",2016-01-30,66.223
"2999","SEAFOOD",2016-01-14,49.647
"3000","SEAFOOD",2016-12-11,30.943
"3001","SEAFOOD",2016-06-22,26.603
"3002","SEAFOOD",2016-10-20,71.744
"3003","SEAFOOD",2016-03-23,45.725998
"3004","SEAFOOD",2016-08-27,8.855
"3005","SEAFOOD",2016-12-07,21.277
"3006","SEAFOOD",2016-05-07,11.394
"3007","SEAFOOD",2016-05-24,33.638
"3008","SEAFOOD",2016-09-09,61.626
"3009","SEAFOOD",2017-03-16,16.972
"3010","SEAFOOD",2016-07-09,124.794
"3011","SEAFOOD",2016-11-25,8
"3012","SEAFOOD",2016-07-11,9.066
"3013","SEAFOOD",2016-08-12,29.977001
"3014","SEAFOOD",2017-02-20,68.986
"3015","SEAFOOD",2017-06-25,12.1119995
"3016","SEAFOOD",2015-12-30,29.374
"3017","SEAFOOD",2017-03-29,21.285
"3018","SEAFOOD",2017-01-10,10
"3019","SEAFOOD",2016-02-22,35.072
"3020","SEAFOOD",2017-06-11,33.122
"3021","SEAFOOD",2016-12-06,31.736
"3022","SEAFOOD",2016-08-31,104.749
"3023","SEAFOOD",2015-11-09,82.414
"3024","SEAFOOD",2015-09-29,6.466
"3025","SEAFOOD",2017-08-01,24.689
"3026","SEAFOOD",2016-11-03,59.182
"3027","SEAFOOD",2016-05-02,47.622
"3028","SEAFOOD",2016-07-14,57.25
"3029","SEAFOOD",2016-12-11,0
"3030","SEAFOOD",2016-04-20,29.374
"3031","SEAFOOD",2016-05-30,112.767
"3032","SEAFOOD",2016-03-09,30.253
"3033","SEAFOOD",2016-07-16,11.269
"3034","SEAFOOD",2017-01-19,72.543
"3035","SEAFOOD",2017-01-29,25.235
"3036","SEAFOOD",2017-04-07,102.44
"3037","SEAFOOD",2017-02-28,69.94
"3038","SEAFOOD",2015-12-13,55.438
"3039","SEAFOOD",2016-07-07,29.868
"3040","SEAFOOD",2017-04-17,2
"3041","SEAFOOD",2015-10-07,1
"3042","SEAFOOD",2016-05-20,4
"3043","SEAFOOD",2017-03-05,10.992001
"3044","SEAFOOD",2016-06-03,10
"3045","SEAFOOD",2017-01-15,12.871
"3046","SEAFOOD",2017-05-06,39.772
"3047","SEAFOOD",2015-12-25,44.058
"3048","SEAFOOD",2016-05-02,96.868
"3049","SEAFOOD",2017-03-25,3
"3050","SEAFOOD",2016-04-27,0
"3051","SEAFOOD",2017-03-25,50.056
"3052","SEAFOOD",2015-11-10,80.104004
"3053","SEAFOOD",2017-04-19,74.37
"3054","SEAFOOD",2015-10-26,61.045
"3055","SEAFOOD",2016-12-18,7.756
"3056","SEAFOOD",2017-03-22,82.381
"3057","SEAFOOD",2016-03-29,60.008
"3058","SEAFOOD",2017-05-12,125.2
"3059","SEAFOOD",2016-09-15,9.32
"3060","SEAFOOD",2016-01-23,11.4279995
"3061","SEAFOOD",2016-01-26,23.862
"3062","SEAFOOD",2015-09-23,1.642
"3063","SEAFOOD",2017-06-12,28.585
"3064","SEAFOOD",2015-12-20,26.036
"3065","SEAFOOD",2016-05-01,11.007
"3066","SEAFOOD",2016-01-10,26.02
"3067","SEAFOOD",2016-02-20,17.846
"3068","SEAFOOD",2016-12-25,43.312
"3069","SEAFOOD",2016-10-30,19.054
"3070","SEAFOOD",2015-10-02,66.928
"3071","SEAFOOD",2016-12-16,46.293
"3072","SEAFOOD",2015-11-26,71.001
"3073","SEAFOOD",2017-01-14,67.104996
"3074","SEAFOOD",2016-10-10,13
"3075","SEAFOOD",2015-11-04,33.197998
"3076","SEAFOOD",2016-01-04,23.2
"3077","SEAFOOD",2016-03-12,6.214
"3078","SEAFOOD",2017-01-16,23.685
"3079","SEAFOOD",2016-07-19,54.428
"3080","SEAFOOD",2016-09-10,38.7
"3081","SEAFOOD",2016-06-24,27.374
"3082","SEAFOOD",2017-06-08,34.364998
"3083","SEAFOOD",2017-03-13,48.019
"3084","SEAFOOD",2016-03-16,22.783
"3085","SEAFOOD",2016-03-15,106.041
"3086","SEAFOOD",2016-09-12,87.31
"3087","SEAFOOD",2016-10-14,41.941
"3088","SEAFOOD",2017-04-22,8
"3089","SEAFOOD",2015-12-21,5.331
"3090","SEAFOOD",2016-01-17,33.296
"3091","SEAFOOD",2016-04-22,57.091
"3092","SEAFOOD",2017-06-21,37.907
"3093","SEAFOOD",2017-02-17,69.678
"3094","SEAFOOD",2016-08-15,23.632
"3095","SEAFOOD",2016-04-11,36.229
"3096","SEAFOOD",2017-02-25,0
"3097","SEAFOOD",2016-06-19,22.066
"3098","SEAFOOD",2016-01-24,22.387001
"3099","SEAFOOD",2016-11-13,96.2
"3100","SEAFOOD",2017-04-25,78.598
"3101","SEAFOOD",2016-08-26,54.482002
"3102","SEAFOOD",2016-01-06,27.64
"3103","SEAFOOD",2016-11-02,29
"3104","SEAFOOD",2017-03-26,89.82
"3105","SEAFOOD",2016-11-25,17
"3106","SEAFOOD",2017-01-11,39.186
"3107","SEAFOOD",2016-05-08,26.344
"3108","SEAFOOD",2016-08-03,76.68
"3109","SEAFOOD",2017-02-11,24
"3110","SEAFOOD",2016-04-29,37.115
"3111","SEAFOOD",2017-04-09,2
"3112","SEAFOOD",2016-04-11,42.234
"3113","SEAFOOD",2016-12-20,17.968
"3114","SEAFOOD",2016-06-17,42.49
"3115","SEAFOOD",2015-10-13,17.938
"3116","SEAFOOD",2017-04-29,44.567
"3117","SEAFOOD",2017-07-01,139.347
"3118","SEAFOOD",2015-09-24,48.22
"3119","SEAFOOD",2017-03-25,14.005
"3120","SEAFOOD",2015-11-02,44.555
"3121","SEAFOOD",2016-03-22,44.216
"3122","SEAFOOD",2015-12-17,72.443
"3123","SEAFOOD",2017-04-22,24.175
"3124","SEAFOOD",2016-02-24,28.437
"3125","SEAFOOD",2016-10-11,19.832
"3126","SEAFOOD",2016-08-20,8.844
"3127","SEAFOOD",2016-01-07,68.422005
"3128","SEAFOOD",2016-11-17,38.898
"3129","SEAFOOD",2016-05-26,20.739
"3130","SEAFOOD",2015-12-20,41.707
"3131","SEAFOOD",2016-08-01,63.583
"3132","SEAFOOD",2016-05-18,0
"3133","SEAFOOD",2015-11-08,29.011
"3134","SEAFOOD",2016-05-25,22.386
"3135","SEAFOOD",2016-12-06,45.152
"3136","SEAFOOD",2016-07-09,41.894
"3137","SEAFOOD",2016-08-30,32.869
"3138","SEAFOOD",2016-09-15,1
"3139","SEAFOOD",2017-03-13,39.089
"3140","SEAFOOD",2016-03-14,16.235
"3141","SEAFOOD",2016-02-19,14.047
"3142","SEAFOOD",2016-11-13,35.351
"3143","SEAFOOD",2016-03-10,20.288
"3144","SEAFOOD",2016-09-26,23.864
"3145","SEAFOOD",2017-04-23,24.318
"3146","SEAFOOD",2017-05-16,0
"3147","SEAFOOD",2015-09-17,55.741
"3148","SEAFOOD",2016-06-21,39.328
"3149","SEAFOOD",2017-03-09,13
"3150","SEAFOOD",2016-10-19,31.575
"3151","SEAFOOD",2017-05-10,28.307
"3152","SEAFOOD",2016-08-21,45.769
"3153","SEAFOOD",2017-05-29,86.093
"3154","SEAFOOD",2016-10-25,59.303
"3155","SEAFOOD",2016-07-21,133.574
"3156","SEAFOOD",2017-05-11,84.157
"3157","SEAFOOD",2016-11-26,56.996
"3158","SEAFOOD",2015-11-22,39.843
"3159","SEAFOOD",2016-10-14,43.216
"3160","SEAFOOD",2017-07-29,7.8719997
"3161","SEAFOOD",2016-04-14,44.16
"3162","SEAFOOD",2017-01-01,75.907
"3163","SEAFOOD",2016-07-31,56.325
"3164","SEAFOOD",2015-11-18,9.556
"3165","SEAFOOD",2016-09-11,15.642
"3166","SEAFOOD",2017-03-09,139.009
"3167","SEAFOOD",2016-05-22,13
"3168","SEAFOOD",2015-11-19,84.133
"3169","SEAFOOD",2017-08-11,25.244
"3170","SEAFOOD",2017-05-07,16
"3171","SEAFOOD",2017-01-23,42.243
"3172","SEAFOOD",2016-03-22,29.46
"3173","SEAFOOD",2016-09-24,26
"3174","SEAFOOD",2016-06-27,27.013
"3175","SEAFOOD",2017-06-28,23.021
"3176","SEAFOOD",2017-08-14,47.575
"3177","SEAFOOD",2016-07-07,15.698
"3178","SEAFOOD",2017-07-03,26.525
"3179","SEAFOOD",2016-01-14,1
"3180","SEAFOOD",2015-12-09,23.534
"3181","SEAFOOD",2016-03-07,48.424
"3182","SEAFOOD",2017-06-13,24.15
"3183","SEAFOOD",2016-07-08,57.816
"3184","SEAFOOD",2016-12-07,22.108
"3185","SEAFOOD",2015-10-11,107.308
"3186","SEAFOOD",2016-12-23,3.832
"3187","SEAFOOD",2015-11-16,60.286
"3188","SEAFOOD",2016-04-24,73.163
"3189","SEAFOOD",2016-05-12,4
"3190","SEAFOOD",2016-12-02,30.766
"3191","SEAFOOD",2017-05-21,17.012
"3192","SEAFOOD",2016-07-19,41.549
"3193","SEAFOOD",2016-03-27,63.743
"3194","SEAFOOD",2016-04-15,4
"3195","SEAFOOD",2017-06-23,0
"3196","SEAFOOD",2016-04-18,7.11
"3197","SEAFOOD",2016-03-26,9.604
"3198","SEAFOOD",2017-07-24,14.338
"3199","SEAFOOD",2017-05-05,5
"3200","SEAFOOD",2016-05-26,9.992001
"3201","SEAFOOD",2016-12-09,29.148
"3202","SEAFOOD",2017-07-08,20.682
"3203","SEAFOOD",2016-12-20,17.085
"3204","SEAFOOD",2016-05-09,4
"3205","SEAFOOD",2016-06-16,30.717
"3206","SEAFOOD",2016-11-20,41.79
"3207","SEAFOOD",2017-04-25,13.306
"3208","SEAFOOD",2016-02-14,74.006
"3209","SEAFOOD",2016-10-04,32.549
"3210","SEAFOOD",2017-05-11,33.637
"3211","SEAFOOD",2017-07-29,48.836998
"3212","SEAFOOD",2016-12-03,16.044
"3213","SEAFOOD",2017-03-14,32.482
"3214","SEAFOOD",2016-07-29,47.697
"3215","SEAFOOD",2017-01-20,78.064
"3216","SEAFOOD",2016-03-17,34.669
"3217","SEAFOOD",2016-01-26,35.881
"3218","SEAFOOD",2015-11-25,30.022
"3219","SEAFOOD",2015-11-08,11.552
"3220","SEAFOOD",2016-10-31,29.672
"3221","SEAFOOD",2016-04-17,30.967
"3222","SEAFOOD",2017-06-09,18.975
"3223","SEAFOOD",2017-03-02,48.479
"3224","SEAFOOD",2016-06-25,6.22
"3225","SEAFOOD",2017-06-15,50.231
"3226","SEAFOOD",2017-02-14,37.949
"3227","SEAFOOD",2016-03-06,39.190002
"3228","SEAFOOD",2015-12-03,51.25
"3229","SEAFOOD",2017-06-15,42.776
"3230","SEAFOOD",2016-10-13,63.719
"3231","SEAFOOD",2015-12-05,40.182
"3232","SEAFOOD",2016-04-18,10.632
"3233","SEAFOOD",2016-11-08,39.363
"3234","SEAFOOD",2017-02-27,22
"3235","SEAFOOD",2016-01-03,53.172
"3236","SEAFOOD",2016-11-20,7
"3237","SEAFOOD",2016-05-14,42.554
"3238","SEAFOOD",2017-06-21,20.243
"3239","SEAFOOD",2015-11-26,10.305
"3240","SEAFOOD",2015-10-08,14.599
"3241","SEAFOOD",2016-03-21,21.855
"3242","SEAFOOD",2016-04-04,82.209
"3243","SEAFOOD",2017-03-01,28.554
"3244","SEAFOOD",2017-07-09,31.249
"3245","SEAFOOD",2016-11-23,5
"3246","SEAFOOD",2017-03-23,96.165
"3247","SEAFOOD",2017-01-24,27.352
"3248","SEAFOOD",2016-04-05,26
"3249","SEAFOOD",2016-03-09,81.295
"3250","SEAFOOD",2017-07-16,34.451
"3251","SEAFOOD",2016-09-11,33.491
"3252","SEAFOOD",2017-06-12,28.908
"3253","SEAFOOD",2017-05-07,37.041
"3254","SEAFOOD",2016-09-27,10
"3255","SEAFOOD",2017-07-13,16
"3256","SEAFOOD",2016-11-21,16.098
"3257","SEAFOOD",2016-10-12,43.114998
"3258","SEAFOOD",2015-12-14,44.166
"3259","SEAFOOD",2016-08-04,52.84
"3260","SEAFOOD",2016-12-29,38.04
"3261","SEAFOOD",2017-02-03,60.2
"3262","SEAFOOD",2016-12-26,31.83
"3263","SEAFOOD",2016-07-15,113.204
"3264","SEAFOOD",2016-01-23,69.043
"3265","SEAFOOD",2017-03-15,55.339
"3266","SEAFOOD",2016-11-23,10.608
"3267","SEAFOOD",2016-09-14,18.231
"3268","SEAFOOD",2015-12-03,145.107
"3269","SEAFOOD",2015-12-23,14.353001
"3270","SEAFOOD",2017-04-22,0
"3271","SEAFOOD",2016-10-23,44.028
"3272","SEAFOOD",2016-06-24,31.205
"3273","SEAFOOD",2017-01-30,0
"3274","SEAFOOD",2017-03-07,52.267
"3275","SEAFOOD",2017-03-25,55.097
